player,season,team,goals_z,xg_z,crosses_z,boxtouches_z,passes_z,progpasses_z,takeons_z,progruns_z,tackles_z,interceptions_z,clearances_z,blocks_z,aerials_z,fouls_z,fouled_z,nsxg_z
Bodo Illgner,1994,Germany,-0.39,-0.62,-0.6,-0.73,-0.09,1.76,-0.82,-1.04,-0.97,-0.87,-0.59,-0.58,-0.66,-1.18,-0.58,-0.88
Guido Buchwald,1994,Germany,-0.39,-0.08,-0.17,1.08,-0.32,-0.66,0.02,-0.14,1.22,0.36,0.89,-0.58,1.34,0.09,0.19,0.44
Jürgen Klinsmann,1994,Germany,4.87,3.22,-0.6,4.7,-0.49,-0.97,1.49,-0.14,-0.1,-0.3,-0.18,-0.58,1.34,0.35,0.19,0.85
Jürgen Kohler,1994,Germany,-0.39,-0.62,-0.6,-0.35,0.74,0.24,-0.19,0.37,0.13,4.72,4.1,1.2,-0.66,0.86,0.19,-0.25
Karlheinz Riedle,1994,Germany,0.66,0.1,-0.6,0.32,-0.99,-1.15,-0.61,-0.92,-0.73,-0.33,-0.59,-0.58,-0.66,-0.67,-0.33,-0.36
Lothar Matthäus,1994,Germany,0.66,1.59,-0.6,-0.73,1.95,1.35,-0.61,1.92,1.57,0.73,1.96,2.5,-0.66,-0.92,-0.07,0.29
Mario Basler,1994,Germany,-0.39,-0.62,-0.6,-0.73,-1.28,-1.08,-0.61,-0.79,-0.73,-0.46,-0.72,-0.58,-0.66,-1.18,-1.1,-0.88
Martin Wagner,1994,Germany,-0.39,-0.49,0.26,-0.73,-0.62,-0.35,-0.4,0.89,-0.46,-0.74,-0.45,-0.58,-0.26,0.86,-0.07,-0.3
Matthias Sammer,1994,Germany,-0.39,-0.57,-0.6,-0.35,0.18,-0.77,-0.4,0.37,1.22,1.61,-0.32,1.05,0.14,-0.41,1.98,-0.25
Rudi Völler,1994,Germany,1.71,1.59,-0.17,2.41,-0.91,-0.97,0.23,-0.66,-0.77,-0.7,-0.59,-0.58,0.54,0.35,-0.07,0.98
Stefan Effenberg,1994,Germany,-0.39,-0.16,-0.6,-0.25,0.21,-0.04,0.23,0.24,1.64,0.16,-0.32,-0.58,-0.26,0.86,0.19,-0.14
Thomas Berthold,1994,Germany,-0.39,-0.57,-0.17,-0.73,1.56,1.21,-0.61,2.69,2.16,0.25,1.42,0.23,0.94,0.86,0.19,0.38
Thomas Helmer,1994,Germany,-0.39,-0.49,-0.6,-0.54,-0.52,-0.73,-0.82,-0.79,0.96,0.22,1.69,2.59,0.14,-0.16,-0.84,-0.86
Thomas Häßler,1994,Germany,-0.39,0.2,6.27,0.41,1.15,0.62,1.49,2.17,3.15,-0.25,-0.59,-0.58,-0.66,1.62,1.47,4.03
Thomas Strunz,1994,Germany,-0.39,-0.57,-0.6,-0.73,-0.6,-0.35,0.02,0.11,1.26,-0.19,-0.18,0.53,-0.66,-0.41,-0.84,-0.64
Alexandros Alexiou,1994,Greece,-0.39,-0.45,-0.6,-0.73,-0.65,-0.75,-0.47,-0.19,0.09,-0.4,0.17,0.56,-0.66,-1.18,-1.1,-0.88
Alexandros Alexoudis,1994,Greece,-0.39,0.19,-0.6,0.54,-1.09,-1.1,0.23,-0.62,-0.97,-0.48,-0.5,-0.58,-0.66,0.09,1.04,-0.74
Alexios Alexandris,1994,Greece,-0.39,-0.45,-0.6,-0.73,-0.96,-0.98,0.23,-0.83,-0.44,-0.87,-0.72,-0.58,0.0,0.09,0.19,-0.7
Anastasios Mitropoulos,1994,Greece,-0.39,-0.24,0.12,-0.57,0.03,-0.46,-0.12,0.03,-0.26,-0.05,-0.5,-0.58,-0.66,0.94,0.61,0.13
Antonios Minou,1994,Greece,-0.39,-0.62,-0.6,-0.73,-1.02,-0.23,-0.82,-1.04,-0.97,-0.87,-0.72,-0.58,-0.66,-1.18,-0.67,-0.88
Christos Karkamanis,1994,Greece,-0.39,-0.62,-0.6,-0.73,-1.07,-0.46,-0.82,-1.04,-0.97,-0.87,-0.72,-0.58,-0.66,-0.75,-1.1,-0.88
Dimitrios Saravakos,1994,Greece,-0.39,0.02,0.12,-0.41,-0.81,-0.93,-0.82,-0.4,-0.54,-0.87,-0.72,-0.58,-0.66,-0.33,-0.24,-0.38
Elias Atamatsidis,1994,Greece,-0.39,-0.62,-0.6,-0.73,-1.09,-0.46,-0.82,-0.83,-0.97,-0.87,0.17,-0.58,-0.66,-1.18,-0.67,-0.88
Giotis Tsalouchidis,1994,Greece,-0.39,0.54,-0.6,0.86,-0.25,-0.46,-0.47,-0.62,-0.28,-0.45,0.4,-0.58,0.0,2.64,0.19,-0.16
Ioannis Kalitzakis,1994,Greece,-0.39,-0.02,-0.6,-0.1,0.47,0.46,-0.82,-0.4,1.51,1.91,2.41,2.41,2.67,-0.75,-0.67,-0.88
Kyriakos Karataidis,1994,Greece,-0.39,-0.62,-0.6,-0.73,-0.62,-0.52,-0.47,-1.04,-0.52,0.71,-0.05,-0.58,-0.66,-1.18,-1.1,-0.88
Minas Hantzidis,1994,Greece,-0.39,-0.19,0.83,-0.41,-0.1,0.57,0.58,0.46,0.01,0.23,0.4,0.56,-0.66,-0.33,-0.24,0.49
Nikolaos Machlas,1994,Greece,-0.39,0.41,-0.6,2.13,-0.06,-0.93,-0.82,-0.4,0.37,-0.29,-0.5,-0.58,0.0,0.94,4.89,-0.67
Nikolaos Tsiantakis,1994,Greece,-0.39,-0.45,1.55,-0.41,-1.0,-0.7,-0.47,-0.83,-0.54,-0.68,-0.72,-0.58,-0.66,-0.75,-0.24,-0.01
Nikos Nioplias,1994,Greece,-0.39,-0.37,5.12,-0.41,2.46,2.08,0.23,2.17,2.6,1.49,-0.27,0.56,1.34,-0.33,-0.24,1.9
Savvas Kofidis,1994,Greece,-0.39,0.92,0.12,1.02,1.73,0.86,1.28,0.89,-0.44,1.75,-0.27,-0.58,-0.66,-0.75,3.61,0.64
Spyridon Marangos,1994,Greece,-0.39,-0.62,1.55,-0.57,0.13,-0.23,0.58,0.24,1.03,0.51,-0.72,-0.58,-0.66,1.79,0.61,1.87
Stelios Manolas,1994,Greece,-0.39,-0.24,-0.6,-0.41,-0.92,-1.04,-0.47,-0.83,-0.75,-0.68,-0.27,1.26,-0.66,0.52,-1.1,-0.88
Stratos Apostolakis,1994,Greece,-0.39,-0.37,2.98,-0.73,1.08,1.73,0.58,0.67,0.12,1.51,-0.72,-0.58,-0.66,-0.75,-1.1,1.0
Thanasis Kolitsidakis,1994,Greece,-0.39,-0.62,-0.6,-0.73,-1.04,-0.93,-0.82,-0.62,-0.54,-0.12,-0.5,-0.58,0.0,-1.18,-0.24,-0.88
Vaios Karagiannis,1994,Greece,-0.39,-0.62,-0.6,-0.73,-0.33,-0.0,0.23,-0.83,0.46,1.09,0.84,1.71,0.0,0.09,-0.67,-0.52
Vasilios Dimitriadis,1994,Greece,-0.39,0.54,-0.6,0.38,-1.21,-1.22,-0.47,-0.83,-0.97,-0.87,-0.72,-0.58,-0.66,-0.75,-0.67,-0.2
Alberigo Evani,1994,Italy,-0.39,-0.57,-0.6,-0.73,-1.12,-0.94,-0.82,-0.96,-0.85,-0.82,-0.55,-0.58,-0.66,-1.18,-0.93,-0.78
Alessandro Costacurta,1994,Italy,-0.39,-0.62,-0.6,-0.73,1.21,1.09,-0.82,0.3,0.18,1.05,1.99,2.11,0.12,-0.18,-0.09,-0.84
Antonio Benarrivo,1994,Italy,-0.39,-0.62,-0.32,-0.17,0.7,0.66,0.27,2.57,1.36,0.66,0.68,-0.58,0.9,-0.18,0.91,-0.33
Antonio Conte,1994,Italy,-0.39,-0.51,-0.6,-0.54,-1.19,-1.17,-0.55,-0.88,-0.65,-0.71,-0.63,-0.58,-0.14,-0.51,-0.26,-0.78
Daniele Massaro,1994,Italy,0.3,0.38,-0.32,0.64,-0.57,-0.92,-0.14,-0.37,-0.35,-0.62,-0.28,-0.58,0.38,0.32,0.91,0.32
Demetrio Albertini,1994,Italy,-0.39,-0.07,-0.04,-0.67,1.47,0.82,-0.41,0.47,0.69,0.17,-0.2,-0.04,-0.4,0.15,0.07,0.33
Dino Baggio,1994,Italy,0.98,0.18,-0.6,0.2,-0.07,-0.15,-0.28,-0.62,0.46,-0.01,-0.28,0.44,1.69,1.48,0.41,-0.33
Franco Baresi,1994,Italy,-0.39,-0.62,-0.6,-0.73,-0.38,-0.04,-0.69,-0.2,-0.79,-0.43,0.24,-0.33,1.95,-0.68,-0.6,-0.74
Gianluca Pagliuca,1994,Italy,-0.39,-0.62,-0.6,-0.73,-0.82,-0.2,-0.82,-0.71,-0.97,-0.87,-0.55,-0.58,-0.66,-1.01,-0.93,-0.88
Giuseppe Signori,1994,Italy,-0.39,0.22,2.48,0.26,-0.31,-0.06,1.37,0.89,-0.2,0.01,-0.46,-0.58,-0.66,0.48,0.74,1.96
Luca Marchegiani,1994,Italy,-0.39,-0.62,-0.6,-0.73,-0.7,0.21,-0.82,-1.04,-0.97,-0.87,-0.72,-0.58,-0.66,-1.18,-0.93,-0.88
Luigi Apolloni,1994,Italy,-0.39,-0.62,-0.6,-0.67,-0.63,-0.49,-0.41,-0.71,-0.18,-0.42,-0.55,-0.58,-0.66,-0.35,-0.6,-0.86
Mauro Tassotti,1994,Italy,-0.39,-0.62,-0.04,-0.61,-0.7,-0.4,-0.28,-0.71,-0.53,-0.71,-0.63,-0.58,-0.4,-1.01,-0.93,-0.53
Nicola Berti,1994,Italy,-0.39,0.07,-0.6,0.51,-0.2,-0.42,1.1,-0.12,0.54,-0.34,-0.11,-0.22,1.16,0.48,1.25,-0.53
Paolo Maldini,1994,Italy,-0.39,-0.2,-0.04,0.26,1.12,1.2,-0.14,1.05,0.83,1.44,3.12,0.44,1.16,0.32,0.91,-0.57
Pierluigi Casiraghi,1994,Italy,-0.39,-0.47,-0.32,-0.23,-1.21,-1.17,-0.69,-0.88,-0.88,-0.7,-0.63,0.11,0.38,0.65,-0.26,-0.66
Roberto Baggio,1994,Italy,3.04,2.69,0.52,2.56,0.32,-0.63,0.82,-0.54,-0.03,-0.58,-0.63,-0.58,-0.66,-0.18,2.75,2.22
Roberto Donadoni,1994,Italy,-0.39,-0.19,1.92,-0.05,0.94,1.18,3.02,2.15,-0.08,-0.14,-0.28,-0.31,-0.14,-0.51,0.74,2.13
Roberto Mussi,1994,Italy,-0.39,-0.62,-0.6,-0.48,-0.86,-0.67,-0.55,-0.37,-0.26,-0.43,-0.46,-0.04,-0.4,-0.84,-0.76,-0.52
Alberto Aspe,1994,Mexico,0.82,1.93,-0.11,-0.51,-0.0,-0.14,2.09,1.63,0.48,-0.28,-0.57,-0.58,-0.66,1.76,0.98,0.44
Benjamin Galindo,1994,Mexico,-0.39,-0.5,0.89,-0.62,-0.06,-0.54,-0.58,0.14,-0.14,-0.87,-0.72,-0.58,-0.66,-1.18,-1.1,1.05
Carlos Hermosillo,1994,Mexico,-0.39,-0.18,-0.6,0.48,-0.86,-1.14,-0.1,-1.04,-0.76,-0.87,-0.41,-0.58,0.72,-0.0,-1.1,-0.33
Claudio Suárez,1994,Mexico,-0.39,-0.62,-0.6,-0.73,1.16,0.54,-0.34,0.59,1.13,0.26,1.14,-0.58,0.72,-0.0,-0.51,-0.88
Hugo Sanchez,1994,Mexico,-0.39,-0.33,-0.6,-0.51,-1.11,-1.18,-0.82,-1.04,-0.97,-0.87,-0.57,-0.58,-0.66,-1.18,-1.1,-0.26
Ignacio Ambriz,1994,Mexico,-0.39,-0.06,-0.6,-0.73,3.02,0.3,-0.1,0.74,1.23,0.39,0.36,2.54,0.26,1.46,-0.51,-0.23
Joaquin Del Olmo,1994,Mexico,-0.39,-0.53,-0.6,-0.73,0.93,0.98,-0.1,0.59,2.28,-0.7,-0.41,-0.58,-0.2,1.17,0.09,-0.28
Jorge Campos,1994,Mexico,-0.39,-0.62,-0.6,-0.73,0.51,1.62,-0.58,-0.9,-0.97,-0.87,-0.72,-0.58,-0.66,-1.18,0.38,-0.88
Jorge Rodriguez,1994,Mexico,-0.39,-0.62,0.39,-0.29,0.99,0.94,0.15,2.08,0.66,0.67,0.21,2.44,-0.66,-0.88,-0.21,-0.06
Juan de Dios Ramirez,1994,Mexico,-0.39,-0.62,-0.6,-0.73,1.44,1.18,-0.82,1.18,1.6,0.4,1.6,0.95,0.72,-0.3,0.98,-0.78
Luis Garcia,1994,Mexico,2.04,1.84,-0.6,1.14,-0.13,-0.94,0.39,-0.3,-0.16,-0.87,-0.57,-0.58,-0.66,1.76,0.09,-0.23
Luis Valdez,1994,Mexico,-0.39,-0.53,-0.6,-0.73,-1.24,-1.14,-0.82,-1.04,-0.97,-0.25,-0.72,-0.58,-0.66,-1.18,-0.8,-0.73
Marcelino Bernal,1994,Mexico,0.82,0.51,-0.11,0.81,1.09,1.34,1.12,1.33,1.42,0.12,-0.1,1.46,0.26,0.29,-0.21,1.05
Ramón Ramírez,1994,Mexico,-0.39,-0.39,0.39,-0.18,0.36,0.66,0.88,2.22,0.68,0.38,0.05,0.95,-0.66,-0.59,0.98,-0.08
Raúl Gutiérrez,1994,Mexico,-0.39,-0.62,-0.6,-0.73,-0.96,-0.74,-0.82,-1.04,-0.26,-0.87,-0.57,-0.58,-0.2,-0.88,-0.51,-0.88
Zague,1994,Mexico,-0.39,0.57,-0.6,2.57,-0.32,-0.62,1.12,1.48,0.3,-0.48,-0.57,0.55,0.72,1.46,1.86,-0.16
Abdelkrim El Hadrioui,1994,Morocco,-0.39,-0.28,0.12,-0.57,0.93,2.48,0.23,2.6,0.84,0.06,0.17,1.27,2.01,-0.33,-0.24,0.96
Abdelmajid Bouyboud,1994,Morocco,-0.39,-0.49,-0.6,-0.73,-1.19,-0.98,-0.82,-0.62,-0.97,-0.8,-0.72,-0.58,-0.66,-1.18,-0.24,-0.88
Abdelslam El Ghrissi,1994,Morocco,-0.39,0.32,-0.6,-0.1,-1.15,-1.04,-0.82,-0.83,-0.54,-0.87,-0.72,-0.58,-0.66,-1.18,-1.1,0.31
Ahmed Bahja,1994,Morocco,-0.39,0.45,1.55,2.13,-0.41,-0.46,2.34,-0.19,-0.27,-0.87,-0.72,-0.58,0.67,2.21,0.19,2.01
El Arbi Hababi,1994,Morocco,-0.39,0.36,0.83,0.54,0.59,0.23,1.28,2.82,-0.34,-0.15,-0.27,-0.58,-0.66,0.09,-1.1,1.18
Hassan Nader,1994,Morocco,1.36,0.71,-0.6,-0.25,-1.23,-1.22,-0.47,-0.4,-0.97,-0.87,-0.72,-0.58,0.0,-0.75,0.61,-0.77
Khalil Azmi,1994,Morocco,-0.39,-0.62,-0.6,-0.73,-0.65,-0.06,-0.82,-1.04,-0.97,-0.87,-0.72,-0.58,-0.66,-1.18,-1.1,-0.88
Mohammed Aziz Samadi,1994,Morocco,-0.39,-0.58,-0.6,-0.73,-0.77,-0.52,-0.82,-0.19,-0.8,-0.8,-0.5,-0.58,-0.66,0.09,-0.67,-0.88
Mohammed Chaouch,1994,Morocco,1.36,2.21,0.12,2.45,-0.54,-0.75,1.63,-0.4,-0.97,-0.29,-0.72,-0.58,-0.66,-1.18,0.19,0.93
Mustafa El Haddaoui,1994,Morocco,-0.39,-0.54,0.12,-0.73,-0.79,-0.52,-0.82,-0.4,-0.97,-0.87,-0.72,-0.58,-0.66,-0.33,-0.67,0.02
Mustapha Hadji,1994,Morocco,-0.39,0.54,0.83,2.6,-0.52,-0.75,1.28,0.89,-0.74,-0.67,-0.72,0.41,-0.66,0.09,0.19,0.31
Nacer Abdellah,1994,Morocco,-0.39,-0.45,0.12,-0.57,-0.39,0.23,0.23,0.67,0.82,-0.67,0.17,-0.58,-0.66,0.94,-0.67,-0.41
Nourredine Naybet,1994,Morocco,-0.39,-0.19,-0.6,-0.41,-0.25,0.23,-0.82,0.24,1.48,0.12,1.29,-0.58,-0.66,0.94,-0.24,-0.56
Rachid Azzouzi,1994,Morocco,-0.39,0.19,0.83,-0.41,0.64,0.52,0.58,0.67,0.98,0.51,-0.72,-0.24,0.67,2.21,1.9,0.42
Rachid Daoudi,1994,Morocco,-0.39,1.22,1.55,-0.1,0.43,1.33,1.63,1.96,0.55,-0.32,-0.72,-0.58,-0.66,0.09,-0.24,1.69
Rachid Neqrouz,1994,Morocco,-0.39,-0.62,-0.6,-0.73,-0.98,-0.64,-0.82,-1.04,-0.72,-0.87,1.07,-0.58,-0.66,-1.18,-0.67,-0.88
Smahi Triki,1994,Morocco,-0.39,-0.07,-0.6,0.06,0.11,-0.06,-0.12,-0.62,0.83,0.17,1.96,1.41,0.0,0.09,0.19,-0.7
Tahar El-Khalej,1994,Morocco,-0.39,0.11,0.12,-0.25,-0.1,-0.18,-0.12,-0.4,0.05,-0.04,-0.27,1.97,2.67,0.09,-0.24,0.78
Zakaria El Alaoui Achraf,1994,Morocco,-0.39,-0.62,-0.6,-0.73,-1.17,-0.75,-0.82,-1.04,-0.89,-0.87,-0.72,-0.58,-0.66,-1.18,-0.67,-0.88
Aron Winter,1994,Netherlands,0.66,0.18,-0.6,-0.16,0.26,0.1,0.02,-0.4,0.91,1.8,-0.45,0.25,0.94,0.09,-0.33,-0.58
Bryan Roy,1994,Netherlands,0.66,1.21,0.69,1.27,-0.21,-0.59,0.86,0.5,-0.26,0.42,-0.72,-0.58,-0.66,-0.41,-0.07,1.2
Dennis Bergkamp,1994,Netherlands,2.76,1.85,-0.17,4.32,0.09,-0.49,2.34,-0.14,-0.44,-0.42,-0.72,-0.58,-0.26,1.11,1.47,3.27
Ed de Goey,1994,Netherlands,-0.39,-0.62,-0.6,-0.73,-0.03,1.56,-0.82,-1.04,-0.76,-0.87,-0.45,-0.58,-0.66,-1.18,-0.84,-0.88
Frank Rijkaard,1994,Netherlands,-0.39,0.07,-0.6,1.18,0.54,-0.0,-0.61,0.37,1.76,1.37,-0.05,-0.58,0.54,1.36,-0.58,-0.01
Frank de Boer,1994,Netherlands,-0.39,-0.19,-0.17,0.03,1.58,2.32,-0.4,1.66,0.18,3.5,0.75,1.61,0.14,0.09,-0.33,0.14
Gaston Taument,1994,Netherlands,0.66,-0.55,-0.17,0.13,-1.03,-1.08,-0.19,0.37,-0.04,-0.42,-0.59,-0.58,-0.26,0.09,-0.33,-0.3
Jan Wouters,1994,Netherlands,-0.39,-0.49,-0.17,-0.25,0.95,0.69,-0.4,0.24,1.94,1.51,-0.18,-0.58,-0.66,0.6,-0.33,0.16
Marc Overmars,1994,Netherlands,-0.39,-0.26,1.12,0.03,-0.2,-0.56,2.13,1.02,-0.33,-0.06,-0.72,0.35,-0.66,-0.67,0.44,1.33
Peter van Vossen,1994,Netherlands,-0.39,-0.26,-0.6,-0.06,-0.74,-1.08,1.7,-0.79,-0.67,-0.87,-0.72,-0.58,-0.66,1.11,0.96,-0.45
Rob Witschge,1994,Netherlands,-0.39,0.05,-0.17,-0.35,0.35,0.34,-0.61,-0.27,-0.54,0.71,0.22,0.35,-0.66,0.09,-0.58,-0.34
Ronald Koeman,1994,Netherlands,-0.39,0.48,-0.17,-0.73,2.69,2.56,-0.82,1.53,1.89,3.78,0.08,0.33,-0.26,0.86,-0.58,0.31
Ronald de Boer,1994,Netherlands,-0.39,-0.37,-0.17,0.51,-0.7,-1.01,-0.4,-0.79,-0.97,-0.7,-0.59,-0.58,-0.66,-0.92,-0.58,0.64
Stan Valckx,1994,Netherlands,-0.39,-0.13,-0.17,-0.25,0.89,0.69,-0.82,-0.01,0.01,2.68,0.89,2.55,0.54,1.36,-0.33,-0.67
Ulrich van Gobbel,1994,Netherlands,-0.39,-0.47,-0.6,-0.44,-0.81,-0.73,-0.82,-0.92,-0.65,1.66,-0.59,2.16,-0.26,-0.67,-0.84,-0.69
Wim Jonk,1994,Netherlands,1.71,0.18,2.83,-0.64,2.16,0.93,0.86,0.5,-0.05,1.03,-0.18,-0.58,0.14,0.86,0.44,2.42
Augustine Eguavoen,1994,Nigeria,-0.39,-0.56,-0.11,-0.62,0.23,0.82,-0.34,0.44,-0.1,0.23,0.67,-0.22,-0.2,1.76,-0.21,-0.53
Ben Iroha,1994,Nigeria,-0.39,-0.62,-0.6,-0.73,-0.8,-0.42,-0.58,-0.6,-0.79,-0.08,-0.41,-0.58,0.26,-0.3,-1.1,-0.61
Chidi Nwanu,1994,Nigeria,-0.39,-0.62,0.39,-0.73,0.71,0.46,-0.34,-0.15,0.59,0.68,2.68,3.64,0.26,1.17,-0.51,-0.48
Daniel Amokachi,1994,Nigeria,2.04,1.07,-0.11,1.47,-0.0,-0.7,0.88,0.74,0.55,-0.73,-0.72,0.18,-0.2,1.17,0.68,1.25
Emmanuel Amunike,1994,Nigeria,2.04,1.25,1.38,1.14,-0.0,0.02,3.55,2.37,0.07,1.0,-0.41,0.19,-0.66,-0.0,-0.51,1.05
Finidi George,1994,Nigeria,0.82,-0.09,3.86,0.04,0.65,0.78,1.36,4.16,0.16,-0.17,-0.57,1.31,0.72,1.76,-0.51,2.15
Jay-Jay Okocha,1994,Nigeria,-0.39,0.27,-0.6,-0.51,-0.21,-0.54,3.8,0.59,-0.32,-0.37,-0.57,-0.58,-0.66,-0.88,-0.51,0.77
Michael Emenalo,1994,Nigeria,-0.39,-0.62,0.39,-0.62,0.71,0.82,0.15,0.44,0.2,0.36,0.67,0.18,-0.66,2.64,-0.51,-0.11
Mutiu Adepoju,1994,Nigeria,-0.39,0.12,-0.6,0.7,-0.5,-0.66,-0.1,0.29,-0.53,-0.53,-0.41,-0.58,0.26,0.58,0.38,0.39
Peter Rufai,1994,Nigeria,-0.39,-0.62,-0.6,-0.73,-0.5,0.62,-0.82,-1.04,-0.97,-0.87,-0.1,-0.58,-0.66,-1.18,-1.1,-0.78
Rasheed Yekini,1994,Nigeria,0.82,2.56,0.39,2.68,-0.6,-0.94,1.85,-0.0,-0.79,-0.61,-0.72,-0.58,-0.66,-0.0,0.38,0.22
Samson Siasia,1994,Nigeria,0.82,0.06,-0.11,0.04,-0.54,-0.82,0.15,0.14,-0.12,-0.38,-0.26,-0.58,-0.66,1.46,0.68,0.22
Stephen Keshi,1994,Nigeria,-0.39,-0.62,-0.6,-0.73,-0.75,-0.74,-0.82,-1.04,-0.75,-0.3,0.21,0.35,-0.2,-0.59,-0.8,-0.73
Sunday Oliseh,1994,Nigeria,-0.39,-0.24,-0.6,-0.62,1.03,0.22,1.61,-0.75,1.78,-0.06,0.21,0.96,1.18,2.34,-0.8,-0.23
Thompson Oliha,1994,Nigeria,-0.39,-0.48,-0.6,-0.73,-0.83,-1.02,-0.1,-0.6,-0.79,-0.72,-0.41,-0.58,-0.66,-0.88,-0.8,-0.66
Uche Okechukwu,1994,Nigeria,-0.39,-0.62,-0.6,-0.4,0.67,0.34,-0.58,-0.9,0.05,1.19,2.22,4.28,0.26,1.17,-0.8,-0.73
Alf-Inge Håland,1994,Norway,-0.39,-0.62,-0.6,-0.73,-0.56,-0.12,0.23,-0.62,-0.61,-0.39,1.07,-0.58,0.0,0.52,0.19,-0.27
Erik Mykland,1994,Norway,-0.39,-0.54,0.12,-0.1,0.2,-0.35,0.23,-0.4,0.41,0.34,0.17,-0.31,2.01,-0.33,0.19,0.17
Erik Thorstvedt,1994,Norway,-0.39,-0.62,-0.6,-0.73,0.01,1.38,-0.82,-0.62,-0.9,-0.87,-0.5,-0.58,-0.66,-1.18,-0.24,-0.88
Erland Johnsen,1994,Norway,-0.39,-0.62,-0.6,-0.73,-1.0,-0.64,-0.82,-0.83,-0.79,-0.87,1.29,-0.58,0.0,-1.18,-0.67,-0.88
Gunnar Halle,1994,Norway,-0.39,-0.62,-0.6,-0.73,-1.11,-0.81,-0.82,-1.04,-0.97,-0.66,-0.72,-0.31,-0.66,0.94,-0.24,-0.45
Göran Sörloth,1994,Norway,-0.39,-0.28,0.12,0.22,-1.13,-0.93,-0.82,-0.83,-0.97,-0.87,-0.72,-0.58,0.0,-0.33,-0.67,-0.27
Henning Berg,1994,Norway,-0.39,-0.62,0.12,0.22,0.34,0.63,-0.82,-0.62,-0.39,-0.46,2.63,0.85,2.01,-1.18,0.19,-0.23
Jan-Age Fjørtoft,1994,Norway,-0.39,0.71,-0.6,0.22,-1.11,-1.22,-0.82,-0.83,-0.97,-0.87,-0.72,-0.58,0.67,0.94,-0.24,-0.59
Jostein Flo,1994,Norway,-0.39,0.45,0.83,2.92,-0.39,0.17,-0.12,-0.19,-0.4,-0.41,0.17,-0.31,7.35,4.75,-0.24,1.32
Kjetil Rekdal,1994,Norway,1.36,0.15,-0.6,-0.57,-0.41,-0.12,-0.82,-0.83,0.07,-0.36,-0.27,-0.58,-0.66,-0.33,-1.1,-0.56
Lars Bohinen,1994,Norway,-0.39,-0.62,0.83,0.22,-0.12,-0.18,0.58,0.24,-0.44,-0.41,-0.05,0.85,-0.66,2.21,-0.67,1.04
Mini Jakobsen,1994,Norway,-0.39,-0.11,0.83,0.54,-0.94,-0.75,-0.12,-0.19,-0.79,-0.87,-0.72,-0.58,0.0,0.94,-0.24,0.46
Rune Bratseth,1994,Norway,-0.39,0.06,-0.6,1.33,0.13,-0.06,-0.82,0.46,-0.16,-0.36,3.75,1.71,2.01,-0.33,0.61,-0.45
Sigurd Rushfeldt,1994,Norway,-0.39,-0.62,-0.6,-0.57,-1.32,-1.04,-0.12,-0.62,-0.64,-0.87,-0.5,-0.58,0.67,-0.33,-0.24,-0.88
Stig Inge Bjornebye,1994,Norway,-0.39,-0.54,1.55,-0.73,0.89,3.35,0.58,0.67,-0.57,-0.35,2.63,-0.58,0.0,0.52,-0.24,1.65
Øyvind Leonhardsen,1994,Norway,-0.39,-0.45,-0.6,0.38,-0.52,-0.75,-0.47,-0.62,-0.77,-0.29,0.17,1.56,-0.66,2.64,-0.67,-0.23
Andy Townsend,1994,Rep of Ireland,-0.39,0.73,0.47,0.82,0.7,-0.13,-0.56,-0.4,0.47,0.2,0.12,-0.58,2.84,-0.22,-0.46,-0.04
Denis Irwin,1994,Rep of Ireland,-0.39,-0.59,-0.6,-0.73,0.02,0.17,-0.56,-0.4,-0.66,0.06,-0.22,-0.58,-0.16,1.05,-0.46,-0.39
Gary Kelly,1994,Rep of Ireland,-0.39,-0.62,0.47,-0.73,-0.33,0.26,-0.56,0.08,-0.01,1.02,0.28,-0.58,0.84,0.41,1.47,-0.04
Jason McAteer,1994,Rep of Ireland,-0.39,-0.53,1.55,0.58,-0.69,-0.48,2.07,0.73,-0.05,-0.34,-0.55,-0.58,0.34,-0.22,-0.14,0.8
John Aldridge,1994,Rep of Ireland,0.93,0.02,-0.6,0.58,-1.21,-1.17,-0.56,-1.04,-0.97,-0.87,-0.72,-0.58,0.34,-0.22,-0.46,-0.88
John Sheridan,1994,Rep of Ireland,-0.39,0.66,0.47,0.7,1.17,-0.09,-0.3,-0.4,0.55,1.0,0.28,-0.58,0.34,0.73,0.51,1.21
Pat Bonner,1994,Rep of Ireland,-0.39,-0.62,-0.6,-0.73,-0.39,1.17,-0.82,0.89,-0.97,-0.87,-0.05,-0.58,-0.66,-1.18,-0.78,-0.88
Paul McGrath,1994,Rep of Ireland,-0.39,-0.59,-0.6,-0.61,0.1,-0.22,-0.82,-0.88,-0.5,2.28,0.95,1.49,3.34,-0.54,0.19,-0.77
Phil Babb,1994,Rep of Ireland,-0.39,-0.46,-0.6,-0.37,0.05,0.21,-0.3,-0.4,0.1,1.55,1.46,0.12,2.34,-0.86,0.19,-0.77
Ray Houghton,1994,Rep of Ireland,0.93,0.15,1.01,0.82,0.27,0.04,-0.3,0.73,-0.66,0.14,-0.72,0.39,-0.66,0.09,1.15,1.13
Roy Keane,1994,Rep of Ireland,-0.39,0.28,-0.06,0.34,1.03,-0.78,1.02,0.73,0.16,-0.47,0.12,-0.58,1.84,1.68,1.79,0.15
